actorId,neighborId,sim,commonNeighbors
nm0051765,nm10279362,0.9961,9
nm0051765,nm5181516,0.9955,12
nm0051765,nm1662057,0.9952,22
nm0051765,nm2386430,0.9947,29
nm0051765,nm10281536,0.9945,8
nm0051765,nm2359179,0.9945,7
nm0051765,nm2609895,0.9943,21
nm0051765,nm10282858,0.9934,12
nm0051765,nm10288541,0.993,7
nm0051765,nm5729867,0.9928,23
nm0406737,nm0866736,0.9551,12
nm0406737,nm1272563,0.9548,12
nm0406737,nm0441526,0.9476,19
nm0406737,nm0157139,0.9401,16
nm0406737,nm0298575,0.9394,15
nm0406737,nm7731379,0.9378,12
nm0406737,nm0202135,0.9364,17
nm0406737,nm1284734,0.9336,12
nm0406737,nm0441571,0.9334,9
nm0406737,nm0014417,0.9313,16
nm0434595,nm0361696,0.9555,23
nm0434595,nm0051812,0.954,12
nm0434595,nm1792907,0.9425,12
nm0434595,nm0441526,0.9422,14
nm0434595,nm0157139,0.9411,11
nm0434595,nm0593043,0.9392,14
nm0434595,nm0866736,0.9353,10
nm0434595,nm0462208,0.9336,10
nm0434595,nm0014417,0.9302,10
nm0434595,nm7731379,0.9282,7
nm2212823,nm2806111,1.0,14
nm2212823,nm1256745,1.0,13
nm2212823,nm4519769,1.0,13
nm2212823,nm7100817,1.0,3
nm2212823,nm5683997,0.9998,6
nm2212823,nm1268681,0.9996,11
nm2212823,nm6229773,0.9995,9
nm2212823,nm2151247,0.9993,10
nm2212823,nm0419660,0.9992,13
nm2212823,nm0419705,0.9989,3
nm2806111,nm2212823,1.0,14
nm2806111,nm1256745,1.0,10
nm2806111,nm4519769,1.0,9
nm2806111,nm7100817,1.0,6
nm2806111,nm5683997,0.9998,4
nm2806111,nm1268681,0.9996,4
nm2806111,nm6229773,0.9995,10
nm2806111,nm2151247,0.9993,9
nm2806111,nm0419660,0.9992,10
nm2806111,nm0419705,0.9989,1
nm0993695,nm2852892,0.9995,10
nm0993695,nm5083230,0.9993,21
nm0993695,nm10392375,0.999,7
nm0993695,nm0875460,0.9988,17
nm0993695,nm1008063,0.9986,5
nm0993695,nm3491019,0.9985,9
nm0993695,nm0014954,0.9982,5
nm0993695,nm2946751,0.9978,26
nm0993695,nm0993544,0.9978,15
nm0993695,nm2815817,0.9977,6
nm1368581,nm5584853,0.9901,8
nm1368581,nm0611481,0.9867,6
nm1368581,nm1066795,0.9859,9
nm1368581,nm0409204,0.9859,6
nm1368581,nm12304446,0.9849,6
nm1368581,nm5018360,0.9845,9
nm1368581,nm0007123,0.9837,6
nm1368581,nm1434372,0.9816,11
nm1368581,nm3557375,0.9717,4
nm1368581,nm2718017,0.971,3
nm1428724,nm6098361,0.9896,6
nm1428724,nm0482300,0.9891,9
nm1428724,nm1459609,0.9891,10
nm1428724,nm1522315,0.9616,10
nm1428724,nm9016782,0.9572,2
nm1428724,nm0419677,0.9552,4
nm1428724,nm3175230,0.9545,5
nm1428724,nm8166767,0.9429,6
nm1428724,nm0579756,0.9409,3
nm1428724,nm0226770,0.9368,5
nm6630516,nm1416640,0.9996,16
nm6630516,nm9499890,0.9993,7
nm6630516,nm0750411,0.9992,1
nm6630516,nm8894367,0.9991,5
nm6630516,nm1269796,0.9982,10
nm6630516,nm0709389,0.9978,5
nm6630516,nm9438310,0.9978,18
nm6630516,nm5465033,0.9972,2
nm6630516,nm0419705,0.9958,2
nm6630516,nm1257062,0.9956,11
nm8300354,nm8358337,1.0,2
nm8300354,nm5551759,0.9999,2
nm8300354,nm0911277,0.9999,6
nm8300354,nm0024032,0.9996,4
nm8300354,nm8894388,0.9995,3
nm8300354,nm1257062,0.9987,9
nm8300354,nm9547466,0.9982,4
nm8300354,nm0709389,0.9969,2
nm8300354,nm2786314,0.9944,7
nm8300354,nm9499890,0.9943,5
nm8358488,nm9624380,0.9999,4
nm8358488,nm0365303,0.9999,12
nm8358488,nm4731146,0.9999,19
nm8358488,nm9546798,0.9997,9
nm8358488,nm4763845,0.9997,4
nm8358488,nm7590368,0.9995,9
nm8358488,nm9461509,0.9994,4
nm8358488,nm5212722,0.9991,7
nm8358488,nm8894370,0.9988,8
nm8358488,nm9448266,0.9987,8
nm2156908,nm8491125,0.9999,6
nm2156908,nm6512505,0.9998,4
nm2156908,nm2897413,0.9998,5
nm2156908,nm6229747,0.9997,7
nm2156908,nm1415008,0.9989,2
nm2156908,nm9047363,0.9987,8
nm2156908,nm2932493,0.9987,8
nm2156908,nm5166644,0.9986,8
nm2156908,nm0008704,0.998,7
nm2156908,nm4005399,0.998,10
nm0000616,nm8495218,1.0,4
nm0000616,nm8433745,1.0,1
nm0000616,nm0000585,1.0,4
nm0000616,nm10600389,1.0,4
nm0000616,nm0706883,1.0,4
nm0000616,nm6679114,1.0,4
nm0000616,nm11056797,1.0,2
nm0000616,nm0001841,1.0,1
nm0000616,nm7237266,1.0,6
nm0000616,nm0216016,1.0,6
nm2946751,nm5083230,0.9991,19
nm2946751,nm0993695,0.9978,26
nm2946751,nm0619107,0.9976,9
nm2946751,nm2852892,0.9976,6
nm2946751,nm0014954,0.9975,3
nm2946751,nm1001836,0.9965,6
nm2946751,nm1048051,0.9963,10
nm2946751,nm10392375,0.9953,6
nm2946751,nm1008063,0.995,5
nm2946751,nm0297669,0.9938,7
nm5083230,nm0993695,0.9993,21
nm5083230,nm2946751,0.9991,19
nm5083230,nm2852892,0.9984,3
nm5083230,nm10392375,0.9978,6
nm5083230,nm0014954,0.9973,2
nm5083230,nm0875460,0.9965,19
nm5083230,nm1008063,0.9965,3
nm5083230,nm3491019,0.9961,8
nm5083230,nm2815817,0.9952,4
nm5083230,nm1048051,0.9951,10
nm0044455,nm0434557,0.8883,7
nm0044455,nm0023914,0.8771,7
nm0044455,nm10472429,0.8728,7
nm0044455,nm0412632,0.8534,7
nm0044455,nm0462208,0.8397,11
nm0044455,nm0441961,0.8364,6
nm0044455,nm0624346,0.8322,9
nm0044455,nm5845367,0.8319,11
nm0044455,nm0591097,0.8267,15
nm0044455,nm0793643,0.8263,9
nm0605299,nm5181684,0.9997,21
nm0605299,nm10280979,0.9997,8
nm0605299,nm2611061,0.9996,17
nm0605299,nm2609895,0.9996,19
nm0605299,nm10280980,0.9996,15
nm0605299,nm1662057,0.9994,20
nm0605299,nm2383070,0.9993,19
nm0605299,nm1665429,0.9993,14
nm0605299,nm10297695,0.9992,8
nm0605299,nm10280981,0.9991,8
nm0793674,nm2597393,0.8972,7
nm0793674,nm0202137,0.8578,3
nm0793674,nm1589151,0.8413,3
nm0793674,nm0409272,0.8379,7
nm0793674,nm0156928,0.8169,7
nm0793674,nm0257932,0.8089,7
nm0793674,nm0370577,0.8025,3
nm0793674,nm0654837,0.8022,3
nm0793674,nm6302636,0.7976,1
nm0793674,nm0052491,0.7954,3
nm0419660,nm2151247,1.0,10
nm0419660,nm6229773,1.0,6
nm0419660,nm5683997,0.9998,6
nm0419660,nm7100817,0.9995,0
nm0419660,nm9605278,0.9995,10
nm0419660,nm1256745,0.9994,9
nm0419660,nm8290747,0.9994,5
nm0419660,nm2212823,0.9992,13
nm0419660,nm2806111,0.9992,10
nm0419660,nm5143666,0.9991,2
nm5212072,nm2562850,1.0,6
nm5212072,nm9311326,0.9999,3
nm5212072,nm0348018,0.9998,11
nm5212072,nm2827761,0.9998,12
nm5212072,nm9461280,0.9997,6
nm5212072,nm10455044,0.9995,3
nm5212072,nm5551642,0.9995,12
nm5212072,nm8358490,0.9994,3
nm5212072,nm7030186,0.9992,7
nm5212072,nm8894370,0.9991,9
nm5825055,nm0474919,1.0,2
nm5825055,nm9608473,1.0,6
nm5825055,nm8490776,1.0,2
nm5825055,nm0500618,0.9999,8
nm5825055,nm5469167,0.9998,5
nm5825055,nm8358493,0.9995,7
nm5825055,nm9411656,0.9995,11
nm5825055,nm9503309,0.9991,6
nm5825055,nm9425204,0.9991,4
nm5825055,nm6019782,0.9988,6
nm2363115,nm1662153,0.9993,16
nm2363115,nm2387401,0.9991,12
nm2363115,nm1580115,0.9989,11
nm2363115,nm2389894,0.9986,11
nm2363115,nm2411515,0.9985,7
nm2363115,nm2419625,0.9985,17
nm2363115,nm2383070,0.9983,21
nm2363115,nm2389777,0.998,11
nm2363115,nm2388044,0.9979,11
nm2363115,nm2386430,0.9977,27
nm1269796,nm9438310,1.0,8
nm1269796,nm5465033,0.9999,1
nm1269796,nm8894367,0.9998,8
nm1269796,nm0750411,0.9998,1
nm1269796,nm0419705,0.9995,2
nm1269796,nm1416640,0.9995,10
nm1269796,nm1268681,0.9988,3
nm1269796,nm6630516,0.9982,10
nm1269796,nm4519769,0.9976,6
nm1269796,nm2806111,0.997,9
nm5215308,nm9447652,1.0,9
nm5215308,nm10459748,1.0,6
nm5215308,nm9457581,1.0,3
nm5215308,nm9554659,0.9998,6
nm5215308,nm1669854,0.9997,13
nm5215308,nm8894369,0.9992,12
nm5215308,nm0273091,0.9983,4
nm5215308,nm9409104,0.9982,7
nm5215308,nm9563541,0.9976,5
nm5215308,nm0419710,0.9975,3
nm0032900,nm0202135,0.925,16
nm0032900,nm0594640,0.9159,19
nm0032900,nm0593043,0.9156,16
nm0032900,nm1272563,0.9113,9
nm0032900,nm0406737,0.9062,29
nm0032900,nm1663898,0.9002,7
nm0032900,nm0297734,0.8987,7
nm0032900,nm0298575,0.8961,11
nm0032900,nm5845367,0.8936,15
nm0032900,nm0361696,0.8923,20
nm0457953,nm0359222,0.9363,13
nm0457953,nm5248189,0.934,7
nm0457953,nm0043396,0.9265,7
nm0457953,nm0368972,0.9233,7
nm0457953,nm0557918,0.9232,11
nm0457953,nm1549177,0.9223,7
nm0457953,nm4772266,0.9194,7
nm0457953,nm0202136,0.9105,4
nm0457953,nm1785052,0.9093,6
nm0457953,nm10391383,0.9093,4
nm0348018,nm10455044,0.9999,2
nm0348018,nm5551642,0.9999,4
nm0348018,nm2562850,0.9999,5
nm0348018,nm5212072,0.9998,11
nm0348018,nm8894370,0.9997,6
nm0348018,nm9311326,0.9995,1
nm0348018,nm9461509,0.9993,3
nm0348018,nm2827761,0.9993,8
nm0348018,nm9461280,0.9991,3
nm0348018,nm4763845,0.9989,3
nm4731146,nm0365303,1.0,15
nm4731146,nm7590368,0.9999,10
nm4731146,nm8358488,0.9999,19
nm4731146,nm5212722,0.9997,9
nm4731146,nm9624380,0.9996,7
nm4731146,nm9448266,0.9994,3
nm4731146,nm9546798,0.9992,5
nm4731146,nm4763845,0.9991,2
nm4731146,nm9409104,0.9989,6
nm4731146,nm9461509,0.9987,4
nm1066117,nm5095853,0.9972,6
nm1066117,nm8021173,0.9912,10
nm1066117,nm0437140,0.9892,16
nm1066117,nm1027842,0.9878,3
nm1066117,nm2951762,0.9831,2
nm1066117,nm1069583,0.9724,11
nm1066117,nm5079362,0.9696,5
nm1066117,nm1031561,0.9673,12
nm1066117,nm1001213,0.9673,8
nm1066117,nm2906571,0.9504,3
nm0440202,nm10435079,1.0,3
nm0440202,nm1760072,1.0,6
nm0440202,nm0654758,1.0,7
nm0440202,nm0244428,1.0,7
nm0440202,nm0246873,1.0,2
nm0440202,nm4070385,1.0,3
nm0440202,nm0181881,1.0,7
nm0440202,nm0037490,1.0,1
nm0440202,nm3840978,1.0,3
nm0440202,nm0351670,1.0,2
nm2153938,nm2385880,0.9943,25
nm2153938,nm2386777,0.9933,15
nm2153938,nm10295486,0.9886,18
nm2153938,nm2363115,0.9884,23
nm2153938,nm2389894,0.9879,11
nm2153938,nm2389777,0.9863,13
nm2153938,nm2388044,0.9855,6
nm2153938,nm1580115,0.9849,13
nm2153938,nm1514686,0.9845,7
nm2153938,nm1662153,0.9836,18
nm1092369,nm1399111,0.9972,11
nm1092369,nm10364123,0.9959,6
nm1092369,nm7822064,0.995,4
nm1092369,nm7392140,0.995,8
nm1092369,nm8692649,0.9947,7
nm1092369,nm8710554,0.9945,7
nm1092369,nm3128033,0.9945,7
nm1092369,nm3492422,0.9936,10
nm1092369,nm10363134,0.9936,7
nm1092369,nm2421786,0.9933,5
nm7855374,nm0025654,0.9848,7
nm7855374,nm7674551,0.9846,7
nm7855374,nm10641095,0.9841,7
nm7855374,nm11958707,0.983,2
nm7855374,nm5249562,0.9699,8
nm7855374,nm9706424,0.9633,2
nm7855374,nm0080238,0.961,7
nm7855374,nm10584760,0.9502,7
nm7855374,nm8205920,0.949,5
nm7855374,nm6489795,0.9395,4
nm0768031,nm0297869,0.9106,7
nm0768031,nm0882255,0.8802,7
nm0768031,nm0865800,0.8738,6
nm0768031,nm1800639,0.8496,7
nm0768031,nm0645502,0.8488,6
nm0768031,nm0784119,0.8344,7
nm0768031,nm0906699,0.8013,8
nm0768031,nm0879971,0.7938,7
nm0768031,nm0410965,0.7932,10
nm0768031,nm0945522,0.7892,5
nm1302330,nm2496992,0.9486,7
nm1302330,nm2319565,0.947,7
nm1302330,nm11411075,0.9335,2
nm1302330,nm9219502,0.9124,6
nm1302330,nm4936620,0.91,6
nm1302330,nm3606487,0.9098,2
nm1302330,nm1084853,0.9033,8
nm1302330,nm0220838,0.8934,5
nm1302330,nm7639503,0.8912,3
nm1302330,nm2217380,0.891,6
nm1259084,nm0422550,0.9539,1
nm1259084,nm14599484,0.9527,2
nm1259084,nm10203651,0.9459,1
nm1259084,nm0052532,0.9441,1
nm1259084,nm10079895,0.9395,1
nm1259084,nm0084443,0.928,1
nm1259084,nm0451272,0.9121,3
nm1259084,nm0474774,0.905,5
nm1259084,nm0004569,0.9047,5
nm1259084,nm11306918,0.9019,2
nm5551642,nm10455044,1.0,2
nm5551642,nm8894370,1.0,3
nm5551642,nm0348018,0.9999,4
nm5551642,nm9461509,0.9997,4
nm5551642,nm2562850,0.9995,3
nm5551642,nm5212072,0.9995,12
nm5551642,nm4763845,0.9995,1
nm5551642,nm9546798,0.9994,6
nm5551642,nm9311326,0.9989,2
nm5551642,nm9624380,0.9989,1
nm1416640,nm0750411,0.9999,2
nm1416640,nm8894367,0.9999,9
nm1416640,nm6630516,0.9996,16
nm1416640,nm1269796,0.9995,10
nm1416640,nm9438310,0.9993,7
nm1416640,nm5465033,0.9989,5
nm1416640,nm0419705,0.998,2
nm1416640,nm9499890,0.9979,4
nm1416640,nm1268681,0.9966,4
nm1416640,nm0709389,0.9956,8
nm0695177,nm3559559,0.953,7
nm0695177,nm0712433,0.9407,3
nm0695177,nm4736209,0.9279,6
nm0695177,nm5744564,0.9161,7
nm0695177,nm3602118,0.9139,6
nm0695177,nm1198628,0.9113,3
nm0695177,nm8612305,0.9111,2
nm0695177,nm10153699,0.9048,2
nm0695177,nm9574516,0.9006,3
nm0695177,nm0882219,0.8822,2
nm6489058,nm1521381,0.97,4
nm6489058,nm0080248,0.9669,4
nm6489058,nm1957308,0.9628,2
nm6489058,nm1099597,0.9492,4
nm6489058,nm2132667,0.9364,4
nm6489058,nm1559782,0.9336,1
nm6489058,nm10433634,0.9323,1
nm6489058,nm0433893,0.9282,4
nm6489058,nm10529330,0.9246,1
nm6489058,nm10529329,0.9236,1
nm1257062,nm8894388,0.9999,3
nm1257062,nm0709389,0.9996,3
nm1257062,nm8358337,0.9988,2
nm1257062,nm8300354,0.9987,9
nm1257062,nm9499890,0.9984,6
nm1257062,nm5551759,0.9981,2
nm1257062,nm0911277,0.9979,6
nm1257062,nm0024032,0.9968,5
nm1257062,nm6630516,0.9956,11
nm1257062,nm9547466,0.9939,3
nm0592882,nm1797076,0.8904,10
nm0592882,nm0462182,0.8869,7
nm0592882,nm2148482,0.8665,5
nm0592882,nm0613590,0.8356,6
nm0592882,nm0768029,0.8183,5
nm0592882,nm0044445,0.8102,5
nm0592882,nm0875370,0.7845,4
nm0592882,nm0406727,0.7663,7
nm0592882,nm0406710,0.7624,3
nm0592882,nm1345839,0.7595,5
nm0430825,nm2361282,0.9969,2
nm0430825,nm7144357,0.9968,3
nm0430825,nm4243966,0.9958,4
nm0430825,nm0618936,0.9946,2
nm0430825,nm2516110,0.9945,0
nm0430825,nm1333017,0.9934,2
nm0430825,nm1938287,0.9934,4
nm0430825,nm9113372,0.9931,2
nm0430825,nm7934016,0.9928,3
nm0430825,nm0620816,0.9928,0
nm2778815,nm5228009,0.9965,2
nm2778815,nm0080426,0.9963,0
nm2778815,nm3272130,0.9935,4
nm2778815,nm0618936,0.9928,3
nm2778815,nm10339441,0.9919,0
nm2778815,nm7934016,0.9913,3
nm2778815,nm1333017,0.9902,2
nm2778815,nm2361282,0.9898,1
nm2778815,nm10323699,0.9881,0
nm2778815,nm10661860,0.987,0
nm0015176,nm0156928,0.9701,7
nm0015176,nm0409272,0.9532,7
nm0015176,nm0462013,0.9467,10
nm0015176,nm0359271,0.9433,14
nm0015176,nm0386205,0.9278,11
nm0015176,nm0014629,0.9159,4
nm0015176,nm0762807,0.9085,14
nm0015176,nm2597393,0.9068,7
nm0015176,nm0590775,0.9033,11
nm0015176,nm0906723,0.901,6
nm0406727,nm0462181,0.9425,8
nm0406727,nm0462182,0.9291,5
nm0406727,nm0434595,0.9089,11
nm0406727,nm0406737,0.9075,15
nm0406727,nm0441571,0.906,6
nm0406727,nm0477767,0.9007,6
nm0406727,nm0406710,0.8981,1
nm0406727,nm7731379,0.8942,3
nm0406727,nm1284734,0.8936,3
nm0406727,nm0051812,0.8934,1
nm0847302,nm0837360,0.8369,6
nm0847302,nm0410965,0.8268,10
nm0847302,nm0591097,0.7974,10
nm0847302,nm0837548,0.7953,13
nm0847302,nm0437701,0.7776,3
nm0847302,nm0768031,0.7716,10
nm0847302,nm0412600,0.7687,3
nm0847302,nm0411417,0.7593,3
nm0847302,nm0875366,0.7514,4
nm0847302,nm0945544,0.7452,6
nm0359226,nm6194573,0.924,5
nm0359226,nm0251177,0.8969,5
nm0359226,nm6194571,0.88,5
nm0359226,nm6194569,0.872,5
nm0359226,nm1189725,0.8717,9
nm0359226,nm3882781,0.8608,3
nm0359226,nm0383026,0.8513,3
nm0359226,nm10306945,0.8409,5
nm0359226,nm6194565,0.8325,9
nm0359226,nm1172718,0.8313,3
nm1268681,nm0419705,0.9998,1
nm1268681,nm4519769,0.9998,4
nm1268681,nm2806111,0.9996,4
nm1268681,nm2212823,0.9996,11
nm1268681,nm1256745,0.9995,4
nm1268681,nm5465033,0.9994,3
nm1268681,nm7100817,0.9993,1
nm1268681,nm9438310,0.999,6
nm1268681,nm5683997,0.999,5
nm1268681,nm1269796,0.9988,3
nm1388202,nm0226770,0.9872,5
nm1388202,nm2241427,0.9829,6
nm1388202,nm6213877,0.9821,4
nm1388202,nm1797498,0.9777,4
nm1388202,nm3397660,0.9772,1
nm1388202,nm4425773,0.9755,4
nm1388202,nm0039596,0.9722,6
nm1388202,nm0611481,0.9716,6
nm1388202,nm12304446,0.9715,6
nm1388202,nm8166767,0.9701,6
nm2827761,nm9461280,1.0,2
nm2827761,nm9311326,1.0,5
nm2827761,nm8358490,0.9999,3
nm2827761,nm7030186,0.9998,6
nm2827761,nm5212072,0.9998,12
nm2827761,nm2562850,0.9998,4
nm2827761,nm8894384,0.9993,5
nm2827761,nm0348018,0.9993,8
nm2827761,nm10455044,0.9987,3
nm2827761,nm5551642,0.9986,4
nm1586491,nm1829277,0.9503,6
nm1586491,nm0881540,0.9353,14
nm1586491,nm0386205,0.9297,12
nm1586491,nm0467043,0.9263,9
nm1586491,nm0555474,0.9158,11
nm1586491,nm0590775,0.9156,8
nm1586491,nm0847031,0.9113,2
nm1586491,nm1655500,0.905,6
nm1586491,nm3176630,0.9,6
nm1586491,nm1665222,0.8946,8
nm0594652,nm5493729,0.9278,9
nm0594652,nm0645422,0.9172,9
nm0594652,nm0462017,0.8969,5
nm0594652,nm0034836,0.8958,6
nm0594652,nm0457492,0.8846,9
nm0594652,nm3472350,0.8726,6
nm0594652,nm0408026,0.8708,6
nm0594652,nm10306945,0.867,5
nm0594652,nm6194565,0.8544,5
nm0594652,nm5077088,0.8522,7
nm0762807,nm0462013,0.9684,15
nm0762807,nm0014629,0.9481,7
nm0762807,nm10407505,0.9465,7
nm0762807,nm0464592,0.9419,7
nm0762807,nm0156928,0.9149,7
nm0762807,nm0409272,0.9105,7
nm0762807,nm0015176,0.9085,14
nm0762807,nm0590775,0.8952,10
nm0762807,nm0906723,0.8834,6
nm0762807,nm0359271,0.882,11
nm0462181,nm0406710,0.9578,6
nm0462181,nm0406727,0.9425,8
nm0462181,nm0051812,0.9347,6
nm0462181,nm7731379,0.9008,9
nm0462181,nm0412728,0.8998,9
nm0462181,nm0434595,0.8989,17
nm0462181,nm0462182,0.8983,7
nm0462181,nm1284734,0.8964,9
nm0462181,nm1022194,0.891,8
nm0462181,nm0624346,0.8835,7
nm1459609,nm6098361,0.9953,10
nm1459609,nm1428724,0.9891,10
nm1459609,nm0482300,0.9752,6
nm1459609,nm0419677,0.9622,6
nm1459609,nm1522315,0.9539,10
nm1459609,nm3175230,0.9452,6
nm1459609,nm4383118,0.933,12
nm1459609,nm9016782,0.922,2
nm1459609,nm0304265,0.92,4
nm1459609,nm5852449,0.9156,6
nm1800746,nm0999515,0.9998,11
nm1800746,nm2812453,0.9991,5
nm1800746,nm0590985,0.9984,7
nm1800746,nm1001108,0.9982,11
nm1800746,nm3554025,0.9978,5
nm1800746,nm2852571,0.9977,9
nm1800746,nm1003010,0.9974,5
nm1800746,nm5233402,0.997,7
nm1800746,nm5095124,0.9963,4
nm1800746,nm3299039,0.9945,2
nm5798585,nm0616111,1.0,1
nm5798585,nm5712019,1.0,5
nm5798585,nm4349094,1.0,5
nm5798585,nm3844346,1.0,9
nm5798585,nm5679766,1.0,8
nm5798585,nm7640304,1.0,5
nm5798585,nm4304671,1.0,3
nm5798585,nm3608767,1.0,8
nm5798585,nm3792384,1.0,10
nm5798585,nm1372094,1.0,12
nm7465702,nm2838294,1.0,2
nm7465702,nm5470227,0.9999,8
nm7465702,nm8300353,0.9999,9
nm7465702,nm9503481,0.9998,3
nm7465702,nm7030182,0.9987,11
nm7465702,nm0348014,0.9985,5
nm7465702,nm5675846,0.9976,5
nm7465702,nm2794951,0.9974,7
nm7465702,nm5324177,0.9972,5
nm7465702,nm5325732,0.9969,8
nm4519769,nm2806111,1.0,9
nm4519769,nm2212823,1.0,13
nm4519769,nm1256745,0.9999,8
nm4519769,nm7100817,0.9998,2
nm4519769,nm1268681,0.9998,4
nm4519769,nm5683997,0.9996,4
nm4519769,nm0419705,0.9993,1
nm4519769,nm6229773,0.9992,3
nm4519769,nm2151247,0.9989,8
nm4519769,nm0419660,0.9988,8
nm0044467,nm1009531,0.9945,8
nm0044467,nm10319953,0.9908,8
nm0044467,nm0031818,0.9904,15
nm0044467,nm1946674,0.9809,8
nm0044467,nm10434853,0.9794,3
nm0044467,nm0015417,0.9757,8
nm0044467,nm1009361,0.973,5
nm0044467,nm0993607,0.9708,5
nm0044467,nm4147574,0.9701,5
nm0044467,nm13883407,0.9637,5
nm0949045,nm1650019,0.9678,12
nm0949045,nm1160730,0.9616,4
nm0949045,nm0038960,0.9577,6
nm0949045,nm0038951,0.9518,5
nm0949045,nm0357264,0.9467,10
nm0949045,nm4463035,0.9463,4
nm0949045,nm0632967,0.9459,6
nm0949045,nm0370577,0.9407,3
nm0949045,nm0257932,0.9367,7
nm0949045,nm0619227,0.9314,2
nm0361696,nm0462208,0.9912,15
nm0361696,nm0593930,0.99,6
nm0361696,nm0202135,0.9854,18
nm0361696,nm1671382,0.9851,6
nm0361696,nm1663898,0.9827,7
nm0361696,nm0441526,0.9819,17
nm0361696,nm0157139,0.9771,12
nm0361696,nm0866736,0.977,11
nm0361696,nm0297734,0.9767,7
nm0361696,nm10472429,0.9749,7
nm1001108,nm0590985,0.9999,9
nm1001108,nm2852571,0.9999,9
nm1001108,nm3554025,0.9996,9
nm1001108,nm5095124,0.9994,4
nm1001108,nm0999515,0.9986,8
nm1001108,nm1800746,0.9982,11
nm1001108,nm3299039,0.9979,6
nm1001108,nm1003010,0.9975,7
nm1001108,nm5233402,0.9972,13
nm1001108,nm2812453,0.9967,5
nm1001213,nm5079362,0.9997,5
nm1001213,nm1031561,0.9995,6
nm1001213,nm2951762,0.9967,3
nm1001213,nm2906571,0.9956,3
nm1001213,nm2852415,0.9932,5
nm1001213,nm0437140,0.9922,11
nm1001213,nm5233402,0.9904,8
nm1001213,nm1003010,0.9887,6
nm1001213,nm2812453,0.9816,4
nm1001213,nm1800746,0.9814,11
nm1824944,nm1184348,1.0,7
nm1824944,nm0434941,1.0,5
nm1824944,nm2305030,0.9999,7
nm1824944,nm2215249,0.9999,2
nm1824944,nm2138126,0.9999,6
nm1824944,nm1286565,0.9999,2
nm1824944,nm2762456,0.9999,6
nm1824944,nm2139077,0.9999,4
nm1824944,nm1028434,0.9999,3
nm1824944,nm0441191,0.9999,5
nm2791178,nm0284717,1.0,7
nm2791178,nm8910982,1.0,4
nm2791178,nm6229730,1.0,5
nm2791178,nm2897658,1.0,2
nm2791178,nm9421636,1.0,3
nm2791178,nm5364548,0.9999,2
nm2791178,nm9427108,0.9999,3
nm2791178,nm3591507,0.9998,8
nm2791178,nm0798473,0.9998,8
nm2791178,nm10484958,0.9996,2
nm2852446,nm1835962,0.9995,9
nm2852446,nm1800303,0.9993,4
nm2852446,nm1001836,0.9991,5
nm2852446,nm0034884,0.9984,4
nm2852446,nm1048051,0.9974,9
nm2852446,nm1000331,0.9968,5
nm2852446,nm5034104,0.9961,0
nm2852446,nm0014954,0.9955,1
nm2852446,nm0619107,0.995,6
nm2852446,nm2852571,0.9946,5
nm0437140,nm2951762,0.9969,3
nm0437140,nm5095853,0.9937,5
nm0437140,nm5079362,0.9929,6
nm0437140,nm1001213,0.9922,11
nm0437140,nm1031561,0.9912,12
nm0437140,nm1066117,0.9892,16
nm0437140,nm2906571,0.9798,4
nm0437140,nm2852415,0.9737,5
nm0437140,nm1027842,0.9734,3
nm0437140,nm5233402,0.9675,10
nm1796242,nm7645455,0.9993,17
nm1796242,nm2384746,0.9992,24
nm1796242,nm1794199,0.9988,22
nm1796242,nm6635410,0.9974,16
nm1796242,nm1800631,0.9972,17
nm1796242,nm1595572,0.997,17
nm1796242,nm1745545,0.9964,18
nm1796242,nm1662075,0.996,17
nm1796242,nm1796812,0.9955,11
nm1796242,nm1654929,0.9953,10
nm0999515,nm1800746,0.9998,11
nm0999515,nm2812453,0.9992,4
nm0999515,nm1001108,0.9986,8
nm0999515,nm0590985,0.9986,8
nm0999515,nm3554025,0.9984,10
nm0999515,nm2852571,0.9982,5
nm0999515,nm5095124,0.9973,2
nm0999515,nm1003010,0.9973,10
nm0999515,nm5233402,0.9966,11
nm0999515,nm3299039,0.9957,3
nm2386430,nm1580115,0.9992,10
nm2386430,nm2383070,0.9992,15
nm2386430,nm2609895,0.9991,17
nm2386430,nm2395335,0.9989,18
nm2386430,nm1662153,0.9988,13
nm2386430,nm1662057,0.9987,18
nm2386430,nm2388044,0.9987,11
nm2386430,nm10280979,0.9987,7
nm2386430,nm2419625,0.9986,14
nm2386430,nm0605299,0.9984,27
nm0386205,nm0590775,0.9834,19
nm0386205,nm1829277,0.9747,9
nm0386205,nm0359271,0.9738,15
nm0386205,nm0555474,0.9493,11
nm0386205,nm10407505,0.9378,7
nm0386205,nm0014629,0.9323,7
nm0386205,nm1586491,0.9297,12
nm0386205,nm0411715,0.9296,6
nm0386205,nm0015176,0.9278,11
nm0386205,nm0464592,0.9237,7
nm2384746,nm7645455,0.9993,16
nm2384746,nm1794199,0.9993,21
nm2384746,nm1796242,0.9992,24
nm2384746,nm1595572,0.9987,18
nm2384746,nm1800631,0.9976,16
nm2384746,nm1662075,0.997,18
nm2384746,nm6635410,0.9965,16
nm2384746,nm1296300,0.9963,21
nm2384746,nm1745545,0.9958,17
nm2384746,nm1796812,0.9956,11
nm3931538,nm0682970,0.9995,5
